Results for ABS mono 1

Barcode: V-2023-05-12 16:26:36, PlateRepeat: 1, WellRepeat: 1
,1,2,3,4,5,6,7,8,9,10,11,12
G,0.18666448660645454,0.24021429992119323,0.17782553399891823,0.19650392277203244,0.18221090568494369,0.2032432854607214,0.1832938380395136,0.20923001688773685,0.207345057409791,0.22418797638229943,0.20689353185947271,0.2319591415826282
H,0.1849776305665039,0.19491366160479193,0.1691313080738541,0.18892267454210673,0.18153529383111558,0.18760918401460064,0.18161187533635118,0.19706258138087807,0.1997686079412411,0.2123006926208936,0.20319451876333922,0.20802013592573443

Barcode: V-2023-05-12 16:26:36, PlateRepeat: 9, WellRepeat: 1
,1,2,3,4,5,6,7,8,9,10,11,12
A,0.25179915407310266,0.23173253194234461,0.2231616563967109,0.20720599605112025,0.224727029260806,0.21704280533016862,0.21942964917625837,0.21815444713342627,0.23285894820482098,0.22669429869371524,0.23271276554163783,0.2097792918522299
B,0.21665655641965653,0.21882379760067289,0.20163547941328955,0.17971110801681542,0.20499295673353921,0.22270105213709959,0.20341402302138753,0.19773750165670353,0.21873661071299808,0.22796773943352205,0.22280179779703621,0.19158069706178957
C,0.21075952849906704,0.21400353725033458,0.18644858276232032,0.19830857969531815,0.17285250932835605,0.19243384045341658,0.18982974147579426,0.23028707042156948,0.19669967986674497,0.21391357393603427,0.20476895059587763,0.21692953035794937
D,0.19891178785083188,0.21529418438348233,0.17643161242461997,0.18793277380070084,0.19140860764701934,0.20788700051744344,0.16831479652195638,0.19406160536327322,0.20012679980910766,0.21730219610474411,0.19305395444782619,0.21041105560545056
E,0.21615881592468125,0.25745805968695062,0.19116778120564434,0.17994218915981858,0.17113795100121804,0.2177533194659701,0.1906640670333834,0.20223116268111743,0.2055846684449936,0.23533848182364009,0.22396283851133719,0.22276354819705696
F,0.21667164580492509,0.25121318448821278,0.18666098340578394,0.19403534388774921,0.19002247959138954,0.22555677842818328,0.2027058686510157,0.20681359594074164,0.21741430694524613,0.24949937030023842,0.21566415934238869,0.2194790003144152
G,0.19522716657771105,0.25162463829605858,0.18436544172048383,0.20437023432650717,0.188593651327142,0.213761125190538,0.19131723863317673,0.21895781291530519,0.21696352223485604,0.23420170014407191,0.21792988886953227,0.24284316498157416
H,0.19254328586969088,0.20383142652720004,0.17516898159413202,0.19737043148196173,0.18848991459880468,0.19629628301669352,0.18861249769449195,0.20712968451705008,0.20892105417657719,0.22190601595691781,0.21261081507474219,0.21977277338621812

Barcode: V-2023-05-12 16:26:36, PlateRepeat: 10, WellRepeat: 1
,1,2,3,4,5,6,7,8,9,10,11,12
A,0.26599623692626817,0.24415824914834752,0.23491069484171895,0.2172329441002451,0.23761049651924335,0.2289434182556685,0.23218457140219276,0.22890848696048655,0.2452260603061375,0.24107153550310179,0.246842167305256,0.22376591331811055
B,0.22829316851016271,0.2304480199365592,0.2124800319828751,0.18629609160240573,0.21611361860992351,0.23405898903482505,0.21532174556799866,0.20601397418077605,0.23128743800845153,0.24074837819020403,0.23523608510406932,0.20250010193386511
C,0.22193021029558518,0.22636880631779013,0.19478090967965553,0.20955898778284457,0.17885836719964077,0.20234066880202853,0.19991013621865272,0.24492126866932279,0.20606062139093415,0.2255285347606879,0.21529292296018226,0.22888388361834724
D,0.20866787877124973,0.22585468804916317,0.18217952733403478,0.19583931709449459,0.19962105049359791,0.21754408335173014,0.17332690130529427,0.20288249633039052,0.21030445906792097,0.22874164592628693,0.20084167903683153,0.22129801310610858
E,0.22862526555511908,0.27177875694876225,0.20157107184106235,0.18779269651138808,0.17621497636093478,0.23005224032589677,0.19834596250942468,0.21259339441289621,0.21674585908810895,0.24921596824268905,0.23736244987612237,0.23370829309117883
F,0.22778319374457989,0.2643986417491338,0.19512784346234541,0.20385949818402949,0.19922336996749324,0.23740201259324928,0.21225337709795256,0.21755920467525108,0.22980975001369175,0.26401417257065657,0.22780255879414946,0.23229275436128069
G,0.20597347595814608,0.26463453644326829,0.1927765090002001,0.21589385990362603,0.19792656592242355,0.22472446804157103,0.20014374812284788,0.23175855328431941,0.22836419835526153,0.24859828690669566,0.22897963014938663,0.25822408338887815
H,0.20165855185888107,0.21309203438225724,0.18248633888060731,0.20553564793326687,0.1962291016330687,0.20532486119560445,0.19765201982538419,0.21786177143127672,0.21896284745717329,0.23291639609314238,0.22291407841798139,0.2334310892032857

Barcode: V-2023-05-12 16:26:36, PlateRepeat: 11, WellRepeat: 1
,1,2,3,4,5,6,7,8,9,10,11,12
A,0.28294233436708982,0.25882512479364878,0.25041592335918011,0.23146047458519012,0.252659079504627,0.24152675836568319,0.24417297326825194,0.24039227001679081,0.25900116309995841,0.2531061098491118,0.25953249592721589,0.234533112644693
B,0.24164261163024348,0.24397068687216217,0.22411249016825791,0.19421086489718745,0.22816013609396557,0.24724275107833052,0.227295749748118,0.21481928346315729,0.2437189811944836,0.25326341682409143,0.24719686654070241,0.21090968952942321
C,0.23398438373546218,0.23884227646230713,0.20433110259070367,0.2205144236141488,0.18533204222309446,0.2124962193591291,0.20867156109976839,0.25717908957778135,0.21543837245457373,0.23627822871526974,0.22642539780368798,0.24117529915013297
D,0.22106797972876721,0.23879991708717715,0.189455120207471,0.20446193753919337,0.20781305441080206,0.2291478459850067,0.17854489690329894,0.21333158891311393,0.22118998041452706,0.24092654579873385,0.21100030903361597,0.23218326709782877
E,0.24117265485186418,0.2893622879553534,0.21244264001126162,0.19716596760466487,0.18296086072297094,0.24263217419267738,0.20784510461638789,0.22200023894203413,0.22658747730672962,0.2623260088270209,0.24885961643713964,0.24757077510860934
F,0.23997006032257884,0.28045168799739684,0.20557609025485493,0.21419984815429827,0.20998234158176476,0.25108928605422742,0.22306718946132295,0.23058434173997566,0.24229450004166059,0.27860135932844021,0.23913754212947827,0.24576365739719289
G,0.21666535862477698,0.279434706800147,0.201582007806993,0.22623509078213341,0.20713829634241954,0.23689839797207007,0.21069502583655333,0.2437390663084319,0.23963713718818988,0.26036756581526649,0.24040819386250586,0.2717816366507988
H,0.2113529876364027,0.22364194286335165,0.19018218848645752,0.21595787846642142,0.20500028706556428,0.21590012677085998,0.20688983442429992,0.23001980636300107,0.23089090182946737,0.24447053544137845,0.23406161659917488,0.24717122651728707

Barcode: V-2023-05-12 16:26:36, PlateRepeat: 12, WellRepeat: 1
,1,2,3,4,5,6,7,8,9,10,11,12
A,0.30131873529332032,0.27233739382653338,0.26264886328106946,0.24166528592671194,0.26688193837137458,0.25490426782142867,0.26002278336421392,0.25489329999414445,0.27569141448021234,0.26860635491961027,0.276602931810239,0.25031943560407549
B,0.25358233548728165,0.25685752926578936,0.23632954773934753,0.20261820972705408,0.24098772201988994,0.2593479254746941,0.24003908682541023,0.22608982949285994,0.25820748542714483,0.26819267895907684,0.26179128476349156,0.22312080584039246
C,0.24574481230763653,0.25031536269188037,0.21595913795981592,0.23392547576066924,0.19409024942434566,0.22510259349396122,0.22101463838903959,0.27309721212180371,0.22868731246663651,0.250126483074697,0.23845464466454372,0.25589563931883808
D,0.23202429463050753,0.250785793208913,0.19695798630336139,0.21467656343574845,0.21865572742662909,0.24097708071133161,0.18448570742291134,0.22358443057954044,0.23274669545128027,0.25411667280501937,0.22057658086651766,0.24378992475166425
E,0.25453910044807165,0.30879659301706891,0.22406004687155931,0.20705220254293621,0.18991132711160888,0.25687131325949497,0.21896159664476661,0.23646905195137319,0.23981218464041129,0.28159663070076979,0.26489444096787923,0.26227153017225158
F,0.25302267906165576,0.29787690072380651,0.21568675048055672,0.22528985325573811,0.22114676603484171,0.26547382585756862,0.23458162173027172,0.24253471140040089,0.255246376746652,0.29686371274465173,0.25231081342294692,0.26046073862819052
G,0.22926307868891413,0.29601743166772893,0.21274292281419702,0.23916798894088728,0.21938788373716261,0.24977481027592174,0.22204097768624848,0.25868380328238111,0.2521224521881319,0.27736301172836675,0.25588323169203375,0.29349438267463673
H,0.2220193357042039,0.23416504543939023,0.19975890089483331,0.22617207740076636,0.21560895262093407,0.22709861174252916,0.21824657455657151,0.24193313290123067,0.24224648924297992,0.2577731418896182,0.24637595697422957,0.26286561504008726

Barcode: V-2023-05-12 16:26:36, PlateRepeat: 13, WellRepeat: 1
,1,2,3,4,5,6,7,8,9,10,11,12
A,0.32493843564353181,0.29021358325258784,0.28092825804006444,0.25773307557126751,0.28577312986363762,0.2712750415190715,0.27656106017709364,0.26763933257355255,0.29318078216116333,0.28364318358681823,0.29423201300252172,0.26515731081417282
B,0.26827056632041246,0.27228736496751743,0.24907501474951046,0.212656917753316,0.25419069579013942,0.27357438874016349,0.25392750652203921,0.23647433805148496,0.27272644871694557,0.28254550050697824,0.27609644965264413,0.23408387475370146
C,0.25872121387552727,0.26403241049459453,0.22758971032930977,0.24625478184010782,0.20381433009630273,0.23778079297869287,0.23358014456753373,0.29221888694844067,0.23997670426548554,0.26261252479376845,0.250791256618185,0.2721773033186381
D,0.24486356061498371,0.26377579704471565,0.20567418110174776,0.22435691536932759,0.23004184587033455,0.25303910052506429,0.1917516529633097,0.2346589294282064,0.24501522300960113,0.268162916156878,0.2309688996613207,0.25595345073932407
E,0.26847738856292791,0.32909752059736647,0.23672187172292261,0.21958027752230988,0.1989504285797172,0.27243176646958467,0.23061941248669449,0.25011291992277956,0.25229306119163158,0.302598283578684,0.2813922266944624,0.28011241553669841
F,0.26682125052478173,0.31775098213229108,0.22611680630865227,0.23710268508808838,0.23301955306118333,0.28156449671728268,0.24621437282481745,0.25658307655541668,0.26976024122298131,0.31831956429880759,0.26708670776297633,0.27992761168365704
G,0.24106755324261117,0.31549502014229636,0.22383366763915957,0.25240639657088471,0.23152943904058076,0.26485226911442739,0.23442436985982551,0.27399611336258095,0.2658821272161731,0.295643170522416,0.26957980057940467,0.31505467926548247
H,0.2318809875162747,0.24566413079239652,0.20918553187016511,0.23761049651924335,0.22579559035989727,0.2382655893971326,0.22958427387104111,0.25481913754724006,0.25389735576158667,0.27111106461763729,0.25928825589244253,0.27959894368230903

Barcode: V-2023-05-12 16:26:36, PlateRepeat: 14, WellRepeat: 1
,1,2,3,4,5,6,7,8,9,10,11,12
A,0.34960427700704161,0.3079531184517566,0.29884688662732245,0.27166313775351048,0.30490056182566522,0.28711115947513427,0.29214705450370648,0.28202329723759717,0.31535608717610331,0.3016979609654698,0.3153229250100259,0.2802346873488562
B,0.28702981540943412,0.29112923995430579,0.26357541416377489,0.22406387912420919,0.26953577114525074,0.290344691534377,0.26952580684859845,0.24795986512086776,0.28915714433189266,0.30225200807510089,0.29301432540304267,0.24430832916089515
C,0.27422005264605026,0.27937368015571867,0.24000324922933633,0.2602924559102277,0.21539697806699382,0.25075722543373075,0.24500046851658663,0.313158057786681,0.25107839570422008,0.27599118835901087,0.26530781210133497,0.29331581992241496
D,0.26083649567495049,0.28098074425596836,0.21679869021198775,0.235615614876466,0.24138961203701564,0.26787132269491443,0.20015586298606436,0.24745464778735218,0.25889857783668219,0.28564779477997576,0.242383898601192,0.269979173495212
E,0.28673414323626345,0.3458745958444065,0.251029400271753,0.23077266155633605,0.20975699817605173,0.29041175612167636,0.24335105253825637,0.26172429875640724,0.26428633699119425,0.32375880445631888,0.30010392215302428,0.3009765378494394
F,0.28367252387917369,0.33799416074297517,0.23887271411096472,0.25042816823714054,0.24594389391096172,0.30323644074433181,0.25983659967288997,0.27169169232591922,0.2865036649855679,0.341686670091377,0.28491724116323558,0.30236231982240674
G,0.25448147502609536,0.33375111533961543,0.23486216220816655,0.26471458425094913,0.24212910716391947,0.27952771308591562,0.24714022204424776,0.29118297038881036,0.28067460275893619,0.31441313437896329,0.28465682018411126,0.33362265729552087
H,0.24457511162167153,0.25928409524332963,0.22010224712831086,0.2510307653645848,0.23780190317052813,0.25188508123981329,0.24100635854383037,0.27060810075835973,0.26773551409870883,0.28622458864826694,0.272331697077518,0.3005262733403965

Barcode: V-2023-05-12 16:26:36, PlateRepeat: 15, WellRepeat: 1
,1,2,3,4,5,6,7,8,9,10,11,12
A,0.36651964085360961,0.32919365156088676,0.31853577957285178,0.28661740749447623,0.32845278188831212,0.30832420473271088,0.31739399969141785,0.30193051435701457,0.33862988452543924,0.32555856324862981,0.34011133447950048,0.30535536355628029
B,0.30700598779313276,0.31112111599219633,0.279065749820999,0.23407991850294815,0.28569939195033217,0.3091886045228987,0.28483484022709371,0.26042040788424992,0.31061180224882912,0.32612132169747077,0.31558975354808877,0.25880849272928447
C,0.29088147493983868,0.29638294569601892,0.25322099608215987,0.27574761040862478,0.22771611413623782,0.26465559123476523,0.25953249592721589,0.33580124554744023,0.26649809269977881,0.29446512870027014,0.28215782035890058,0.31819083848906132
D,0.27517307042202405,0.29842005970745666,0.22675864919938857,0.24688800136267866,0.25429627277759553,0.28240501792083639,0.21028586100101582,0.2593659615141839,0.27243464184494043,0.30518263807399543,0.25407828661695925,0.28739522290742225
E,0.30677843619073991,0.35776459658947846,0.26504624261542048,0.24458988057237135,0.22151415333738242,0.31173430345064196,0.25767916180809169,0.28097930747603189,0.2821373268632929,0.34569852834678111,0.32458196968520481,0.32418707453781
