Time,5/12/23 16:26,5/12/23 16:36,5/12/23 16:46,5/12/23 16:56,5/12/23 17:06,5/12/23 17:16,5/12/23 17:26,5/12/23 17:36,5/12/23 17:46,5/12/23 17:56,5/12/23 18:06,5/12/23 18:16,5/12/23 18:26,5/12/23 18:36,5/12/23 18:46,5/12/23 18:56,5/12/23 19:06,5/12/23 19:16,5/12/23 19:26,5/12/23 19:36,5/12/23 19:46,5/12/23 19:56,5/12/23 20:06,5/12/23 20:16,5/12/23 20:26,5/12/23 20:36,5/12/23 20:46,5/12/23 20:56,5/12/23 21:06,5/12/23 21:16,5/12/23 21:26,5/12/23 21:36,5/12/23 21:46,5/12/23 21:56,5/12/23 22:06,5/12/23 22:16,5/12/23 22:26,5/12/23 22:36,5/12/23 22:46,5/12/23 22:56,5/12/23 23:06,5/12/23 23:16,5/12/23 23:26,5/12/23 23:36,5/12/23 23:46,5/12/23 23:56,5/13/23 0:06,5/13/23 0:16,5/13/23 0:26,5/13/23 0:36,5/13/23 0:46,5/13/23 0:56,5/13/23 1:06,5/13/23 1:16,5/13/23 1:26,5/13/23 1:36,5/13/23 1:46,5/13/23 1:56,5/13/23 2:06,5/13/23 2:16,5/13/23 2:26,5/13/23 2:36,5/13/23 2:46,5/13/23 2:56,5/13/23 3:06,5/13/23 3:16,5/13/23 3:26,5/13/23 3:36,5/13/23 3:46,5/13/23 3:56,5/13/23 4:06,5/13/23 4:16,5/13/23 4:26,5/13/23 4:36,5/13/23 4:46,5/13/23 4:56,5/13/23 5:06,5/13/23 5:16,5/13/23 5:26,5/13/23 5:36,5/13/23 5:46,5/13/23 5:56,5/13/23 6:06,5/13/23 6:16,5/13/23 6:26,5/13/23 6:36,5/13/23 6:46,5/13/23 6:56,5/13/23 7:06,5/13/23 7:16
A01,0.16887773214286886,0.17437643582788334,0.18250609830662365,0.19285747657271268,0.20151401157595458,0.21265444299191691,0.22504104986148443,0.23796170846812245,0.25179915407310266,0.26599623692626817,0.28294233436708982,0.30131873529332032,0.32493843564353181,0.34960427700704161,0.36651964085360961,0.37985492191230286,0.39480513427405928,0.41049663737158887,0.42448722636042446,0.4402842918149707,0.45340509093942211,0.4629916980875699,0.47455612605467812,0.47609613496332659,0.47389617055818867,0.47716936544118854,0.47800644594858255,0.47803400055235434,0.4738165704187936,0.47599326830939376,0.47575799858818252,0.47352565720509648,0.46974328741927623,0.47009480174090756,0.47115103511971324,0.46841643305367037,0.46944833214271492,0.46474936496437907,0.46627504709122464,0.46482283306258121,0.4667109786431,0.46543792904113829,0.4652952317278079,0.46435987238529386,0.46478498203243257,0.46379076242901929,0.46545799652281311,0.46775899447571129,0.46775899447571129,0.46743625437647079,0.46887924259213737,0.46783523449214942,0.46932680105057978,0.46996408301288706,0.4702729242292365,0.47083479893168451,0.47240017923882466,0.47350519340392866,0.47261097963232757,0.47844514861501564,0.48047667927119525,0.47708687679312134,0.48104497746015706,0.48099876512821421,0.48347446607763567,0.4850744981521613,0.48799154518515386,0.48913466350391466,0.49050753934464436,0.492591674967143,0.49428528256317233,0.49706833646468351,0.49590657279263667,0.49581807948034362,0.50050958715120375,0.49613867874529988,0.50127182855003,0.495471403454723,0.50352035397566042,0.5011434714788483,0.50053617554306906,0.50203540687977466,0.5022805148885704,0.5042488984605098,0.50948924355146141,0.50490535822642779,0.51070036342151015,0.50549435809586529,0.5104949943575493,0.50419769689513527
B01,0.14944360970542334,0.15481578222476253,0.16116630906998172,0.16798416070613362,0.17635366348499862,0.18428954748815921,0.19484428263015707,0.20463436215607506,0.21665655641965653,0.22829316851016271,0.24164261163024348,0.25358233548728165,0.26827056632041246,0.28702981540943412,0.30700598779313276,0.32860085289922492,0.34558682625542836,0.35965186069215038,0.37161060400200874,0.38478320581512032,0.39181690849122242,0.39579946041191127,0.40343663972804394,0.4093406950605748,0.41582716721488,0.42167539920671243,0.42588374032231013,0.42548688251028,0.42637874066816833,0.42431069427755652,0.42515544953266748,0.423504047325849,0.4212844094582972,0.42227066251774281,0.42046122390893037,0.41889971495098355,0.41705038568329367,0.41679510374962847,0.41513940855625764,0.41508578206197344,0.41394136746971866,0.41422865155159,0.41319127493177854,0.41283551314895028,0.41387401836981225,0.41288885798322678,0.41419893031407046,0.41382450792496228,0.41342074723936484,0.41639056382985551,0.41511357152483525,0.41478201250559738,0.41590478489771326,0.41548115668766222,0.41698855137084045,0.41618739791935522,0.41761932365143095,0.41695065368456363,0.41970585161897078,0.41837710569116776,0.42106486780714353,0.41905400016392391,0.42113334907281835,0.42101251790635147,0.42239987458548334,0.42243624280685033,0.42576566115326947,0.42415249487012863,0.42695597441712885,0.42891979205969716,0.42840138711502945,0.43171510360114307,0.430369726044971,0.43126343773324538,0.43339392487086931,0.43257852012285103,0.43405522527525969,0.43411749688570606,0.43486303346311889,0.43662296766682446,0.43643515423861218,0.43715754101479132,0.43828107258392879,0.44021064855463604,0.440440066277215,0.44056638774557805,0.44311581455397103,0.441890998722935,0.44307770328673485,0.44317512112785157
C01,0.14996962392666455,0.15465437815393931,0.16060994973806472,0.16710470924847223,0.17418595119813957,0.18204830587111803,0.1907683201967211,0.20030842908576443,0.21075952849906704,0.22193021029558518,0.23398438373546218,0.24574481230763653,0.25872121387552727,0.27422005264605026,0.29088147493983868,0.31212115007649904,0.33151880711213844,0.34644228911404507,0.35912953728281966,0.3745746686487364,0.38454620345010776,0.39353895512587744,0.40190998670842637,0.40553756389856577,0.41375522375482171,0.41848318692181669,0.422654466455389,0.42419308330893685,0.426598947579831,0.42637265023245191,0.42594886433714585,0.4240491156317821,0.4235870986044552,0.42335426498394246,0.42143349473167369,0.42159072639421991,0.41964967363248684,0.41938081692887452,0.41800504375891046,0.41810303148289629,0.41673529557493616,0.4172739066954872,0.4157555781406394,0.41586699123043064,0.41688682269987254,0.4160679633211668,0.41691873936492313,0.41568795319107676,0.41652602112547121,0.41831905623957694,0.41705038568329367,0.41652800524301792,0.41764928669880458,0.41702046056091596,0.41864733457660108,0.41702842758298225,0.41922037735607,0.41807302064255142,0.42129649829940286,0.41885160305707614,0.4230102926757206,0.41942693874397524,0.42159072639421991,0.421085012786722,0.42315995919029781,0.42195577229100267,0.42631352589524041,0.42379370125870652,0.4263033218651342,0.428565264404811,0.428446445056491,0.43294048714676492,0.42956610132050588,0.43078956760712489,0.43297567768864514,0.43216725719340526,0.43432916883370742,0.43360942151766851,0.43464069816225753,0.43670434342118453,0.43583270150419523,0.43663130294219726,0.43766980015979667,0.44016224761182743,0.44113329270566731,0.44021275282109612,0.4439470469512784,0.4411839100753655,0.44423790625212711,0.443520610278428
D01,0.14166233843626688,0.14626749427800514,0.15147475024682394,0.15756214759139489,0.16477049415369643,0.1713917113241599,0.180082051052038,0.1887504670915425,0.19891178785083188,0.20866787877124973,0.22106797972876721,0.23202429463050753,0.24486356061498371,0.26083649567495049,0.27517307042202405,0.29490614988260111,0.31795099922771169,0.33727802408156166,0.34771417229871676,0.36397341541390171,0.37406299693313194,0.38519826742805896,0.39383955084397848,0.39886883869657652,0.40813312239706173,0.41283947521861203,0.41972192364703648,0.41941893676314113,0.42251503669674267,0.42338461619220996,0.4238443903507057,0.42146374506501966,0.42141740744458012,0.42150003483783133,0.41956740271090659,0.41863532972880707,0.41681901678237165,0.41663164294013488,0.41476615505398123,0.41418903608173269,0.41285528311654462,0.41319523375716843,0.412160353130101,0.41162410775953606,0.41222740740444253,0.41140151391955426,0.41190001389798003,0.41161030183025482,0.411693050570485,0.41263404028663592,0.41209328850110333,0.41173445915155338,0.41257874199764205,0.41236949778696497,0.41320315129968943,0.41267351759577608,0.41382055483161378,0.41364830078460979,0.415198999052616,0.41434364759502668,0.41617746945726991,0.41531620566187039,0.416422437601081,0.41652602112547121,0.41738370327897373,0.41757740358106077,0.41985441642991039,0.418985860997989,0.42020392616722618,0.42108701545292476,0.42069856103800973,0.42360330092812121,0.42346761220447948,0.4247917605922012,0.42674990203217039,0.42715401089924426,0.42812912535108871,0.42887057905345649,0.42984339059287779,0.43064546570358175,0.4307751672485291,0.43186578439754014,0.43234701502793238,0.43428559326639521,0.43423576549410725,0.43479653125706968,0.43677949258558996,0.43631626987227734,0.43734356719030587,0.437768136203097
E01,0.14921957970408911,0.15377648238615882,0.16068069141934202,0.16784361874838571,0.17526273953640123,0.18532852825782267,0.194306393210088,0.20538245542513378,0.21615881592468125,0.22862526555511908,0.24117265485186418,0.25453910044807165,0.26847738856292791,0.28673414323626345,0.30677843619073991,0.32673498172319237,0.34179909690582888,0.35749842106707697,0.36954201492602734,0.383095495761223,0.3930705196965707,0.40046928846521623,0.40837749348030361,0.41471849952892692,0.42217173057090973,0.42474301208186538,0.42725405992860871,0.42803499717824117,0.42897104325158664,0.42919668479511053,0.42883779299972585,0.42746244720580567,0.42728878518228658,0.4267927288069065,0.42523270150472975,0.42419511068191323,0.42291321052840186,0.42201631569653242,0.42211316759332534,0.42096020097388026,0.41997690871988491,0.42046326877799095,0.41974599118466366,0.41943900056454048,0.419665708343045,0.41956740271090659,0.42019389236173432,0.42025822274009794,0.42040093526969219,0.42167539920671243,0.42114944688534756,0.42114340045987964,0.42156652552611767,0.42141536706314631,0.42210106228735106,0.42240191034680086,0.423666074344177,0.42366002381923207,0.42555809028091562,0.4249217428488,0.42762799426482295,0.42557841655802758,0.42724182606748129,0.427049871931991,0.42846690684541339,0.42839320128027458,0.43245448209492915,0.4303820642943505,0.43263228570149415,0.43597440976330437,0.43540794498363533,0.43859755057075472,0.43666888546974819,0.43750871828367993,0.43913037846351322,0.43955249008370956,0.441565787274014,0.44159747660989462,0.44267963077723349,0.44394067640528689,0.44413383750024737,0.44461610432649262,0.44537778919300069,0.4485623575346801,0.4481721237116203,0.44801784372652392,0.45129528237521022,0.44977819552779974,0.45103198412092665,0.45157383243633592
F01,0.15347302052868356,0.15819702335342833,0.16490665091600509,0.17142796066572782,0.17877189985496056,0.18722705721109525,0.19600356109365341,0.20653460529034356,0.21667164580492509,0.22778319374457989,0.23997006032257884,0.25302267906165576,0.26682125052478173,0.28367252387917369,0.3024910244558684,0.32474322932232424,0.34091086288069172,0.3545048843261866,0.366594258487027,0.38107072808559289,0.39162872451129727,0.40097654030516122,0.40831493754749443,0.41501426976749883,0.42322877518551372,0.42701927224910313,0.43001603430318625,0.43047053580139066,0.43293842376916719,0.43252268253344678,0.43315785108767213,0.43099553647263805,0.43053843372151351,0.43018461022856042,0.42838501529122541,0.42777518876969856,0.42633389443991371,0.42524487541105804,0.42415654998558222,0.42362153269967362,0.42293745377415742,0.42252916563435339,0.42260997745485457,0.42208895664395019,0.422634237633166,0.42217776269658086,0.42242614300345654,0.42238170890816357,0.42247260798296388,0.42385246728078591,0.42313166370406069,0.42338055386257561,0.42409369144073017,0.42374507475317569,0.4238930057380938,0.42478973600259923,0.42500098218290339,0.42508024597047928,0.427192809737138,0.42619738754152725,0.42834404441420093,0.42738686805781045,0.42778953427845062,0.4286881800371426,0.42962567011816172,0.43010442655542142,0.4324441535568973,0.43321375982417915,0.434403930359489,0.43697787086520767,0.43638511759135817,0.43807165834736389,0.43762168221507031,0.43881771910059475,0.43928363008913796,0.44008230660405429,0.44048637089081727,0.441823392767237,0.44178325845119154,0.44270503705169523,0.44323871087245686,0.44579751042991056,0.44462250216907789,0.44687525713333681,0.44601072289645283,0.44727504973658178,0.44860526111912624,0.44796428863662385,0.4490667594351952,0.44978896534784352
G01,0.14263908191640903,0.14629636539023777,0.1518558932686854,0.15746553375159109,0.16317420228050075,0.17060600778763144,0.17757488721030776,0.18666448660645454,0.19522716657771105,0.20597347595814608,0.21666535862477698,0.22926307868891413,0.24106755324261117,0.25448147502609536,0.26879773924221334,0.28689821052572195,0.30774370135530549,0.3259740647332347,0.33943005719308333,0.35554947300203493,0.36861668811707382,0.38227523945868541,0.39428986672285538,0.40184255165583954,0.410264809225793,0.41668547558215441,0.42318829191146823,0.42621776153372559,0.42799407056260907,0.427836550198499,0.42930747724697454,0.4295825442032169,0.42951272505025567,0.42953325219889282,0.42831129582550764,0.42766276698916139,0.42700699303600753,0.42575548309047695,0.42492380574559918,0.42379167201100049,0.42327531065770796,0.422628172715637,0.42204252896057209,0.42167743836684429,0.4212824077021346,0.42128036668635138,0.42083338874486348,0.42098435709749549,0.4212582288989285,0.42302847117292025,0.42150403633526656,0.42163912408505205,0.42192148021059761,0.42219997116446994,0.42291321052840186,0.42300419391265187,0.42365799394681852,0.42408760787289013,0.426278877776136,0.42477350001003922,0.42788564856326106,0.42602830474238867,0.42665400124996566,0.427388880576286,0.42823964967725231,0.42857549262107481,0.43134590055598421,0.43041292760114475,0.4311871744532042,0.43425447062625411,0.434655237338526,0.43786856564086785,0.43697787086520767,0.43780580941011266,0.43863737695330085,0.43983412138128636,0.44023589907926525,0.441823392767237,0.44279181815916985,0.44306284607871538,0.44340614917872645,0.44458210490733241,0.44569307267836195,0.44844438768906453,0.44698211165637208,0.44820425694078309,0.45052314580254377,0.44964915746186906,0.45007946592058573,0.45088099011427613
H01,0.14592647774412304,0.14962031474028983,0.15405732909771716,0.15909712107861762,0.16489213050608231,0.17099416563330666,0.17757488721030776,0.1849776305665039,0.19254328586969088,0.20165855185888107,0.2113529876364027,0.2220193357042039,0.2318809875162747,0.24457511162167153,0.2568961577315802,0.27152183284527937,0.28804102860421482,0.30909525940035121,0.32554564581529116,0.3395351573441287,0.35449797238672637,0.36800326213509305,0.38182247228149574,0.39281574501261651,0.40251343965229358,0.40941520485267979,0.41755543252300187,0.42317211317707487,0.42757689380830544,0.42944909627870254,0.43156862532410861,0.43226849254772431,0.43197517049570722,0.4318884605302975,0.43160783667541414,0.43120159952105508,0.43078134986098005,0.429613348865156,0.42904896895182471,0.42846281456475277,0.42738276558742083,0.42645620200711526,0.42626258095242281,0.425545886284639,0.42470037211744888,0.42444257403060615,0.42444257403060615,0.42391735040396417,0.42414438452562886,0.42550721212032322,0.42355469214361907,0.42373090725906754,0.42346155891393894,0.4240085527397392,0.42438985031717469,0.4246211947603194,0.424807995902121,0.42483443051578662,0.42693761089614096,0.42583484235056729,0.42766887803682613,0.42658262398837776,0.42708662743489367,0.42744201543078281,0.42809021687637316,0.4284362138004969,0.43072163212852915,0.429691390396961,0.43018872477072195,0.43299015809331204,0.43160986805659118,0.43363013744871354,0.43288255600526715,0.43423370826135627,0.435208201929561,0.43751499482855427,0.43795019939901153,0.4393550210806389,0.44009700302250931,0.44004441686826135,0.44186142709148318,0.4420494533887771,0.44293157288175405,0.44517767667487423,0.44396824417714631,0.44504574065800251,0.44712962241183352,0.44638834414317341,0.44661678101487762,0.44810139271770105
A02,0.16237212301169837,0.16783802567248265,0.17352838712540816,0.18205991486760142,0.19019167760381891,0.19777844684664342,0.20859874125988132,0.21943089864135407,0.23173253194234461,0.24415824914834752,0.25882512479364878,0.27233739382653338,0.29021358325258784,0.3079531184517566,0.32919365156088676,0.35540405415393889,0.37323798062304125,0.38508893993035559,0.39853034577303215,0.4141791017265129,0.42810864764102191,0.44030743426079688,0.45332700410358895,0.46179582647535611,0.46745418283291013,0.47019174534709979,0.46802813741401872,0.47138835850994165,0.47274024178387614,0.47522163211079055,0.47261097963232757,0.47072868185104116,0.46846808804104512,0.47004972471328693,0.47070160558598734,0.46328005943193085,0.46926604032114733,0.462621502311027,0.46708688999838766,0.46733096269762231,0.46537548700529185,0.46536658624527838,0.4667199225954593,0.46600028274784572,0.46321128356970365,0.46509238185161333,0.46451563316849215,0.46675124265261031,0.46814256252546632,0.46785318174497725,0.46906138035712841,0.46558738469533467,0.46563423852021679,0.46854670309803742,0.46896017478653867,0.46796532646227923,0.471254985012896,0.47020075817914958,0.468816308355119,0.47744212216527465,0.47513270491309995,0.47409860006059146,0.47680291323744678,0.47732518826156389,0.4785991385510896,0.47906834034073675,0.48098949470485924,0.48558811054204548,0.48508849379858887,0.48875562719782195,0.49124058405942284,0.49166205422442577,0.49373748100855813,0.49263916784761286,0.49613630015625854,0.49263916784761286,0.49698439888589629,0.49313566693593952,0.50043946186242094,0.49746670329716464,0.4983005740178168,0.50118223402289586,0.50204267446660178,0.50293159609030136,0.50457824058154832,0.50343271650876864,0.5050079770426027,0.50413186207328353,0.50528165968982375,0.50265694870115951
B02,0.15142496044344034,0.1569577597936444,0.16292964626549267,0.17005664871967971,0.17805098905744432,0.18646266965047889,0.19675013573196035,0.20703127907543631,0.21882379760067289,0.2304480199365592,0.24397068687216217,0.25685752926578936,0.27228736496751743,0.29112923995430579,0.31112111599219633,0.333448181645839,0.35077586548067896,0.36445568159387071,0.3769838712926678,0.38991611673606047,0.39736193213454973,0.40261957441729707,0.40978973853839479,0.41569391701387182,0.42291524388487728,0.428104551983139,0.43202269277433997,0.43232428629629016,0.4326364153568778,0.43197314082249155,0.43205983388421731,0.43012500267494763,0.42832971721050522,0.428382968769854,0.4254116196865913,0.42486082459239766,0.42305274707615448,0.42305477977942957,0.420672423747827,0.42135893887061582,0.42032856211885078,0.42030846069618738,0.41939686156885764,0.41870139176970206,0.4198865488978345,0.41893377289743944,0.42013762005896854,0.42002111715578949,0.42013360595177823,0.42162904494579767,0.42118572367046481,0.42108100742661159,0.42236150652980192,0.42171774902857567,0.42305880606744595,0.42264636721414028,0.42430461374873962,0.42445679625694732,0.4261321843427594,0.42540551567300755,0.42812093438292864,0.42653163304689312,0.42790609813443614,0.42820279848381482,0.42904488215218517,0.42948811430046469,0.43283291096994364,0.43168621043762306,0.43315162583085381,0.43650402101365549,0.43733728816740458,0.43946426874698907,0.43931093024540879,0.440349545840107,0.44174102356140987,0.4420853727187225,0.44359910069803005,0.4433107605338733,0.44457574367009151,0.44578259758828248,0.4460298916839317,0.44685816093005343,0.44763665052940332,0.44967496814243235,0.4497394881335543,0.45072359841532844,0.45257943817530449,0.45236295963520873,0.45285012193578611,0.45350488457892874
C02,0.15067885478732751,0.15504053135064025,0.16138436899950928,0.16807747850989752,0.17584047242844911,0.18364569124261457,0.19347459885526017,0.20343476499087065,0.21400353725033458,0.22636880631779013,0.23884227646230713,0.25031536269188037,0.26403241049459453,0.27937368015571867,0.29638294569601892,0.31775730878480984,0.33605617001070781,0.35267078653727407,0.36433724609797524,0.37901519179339743,0.38784820054315866,0.39542724017570535,0.40132468087338335,0.40665612597232187,0.41490311565145443,0.42211923970711068,0.42659487643274019,0.428223271755098,0.43060839551551749,0.42851813430374425,0.42953737291667538,0.42736643272670544,0.42604461035948177,0.42716419496165764,0.42543805646198285,0.42496443892286889,0.42356886538726479,0.42282827028786457,0.42117967775003956,0.42063421723937411,0.41953930567009595,0.41924045033252322,0.41958545006162978,0.41916023174446387,0.41881355181277824,0.418385087377921,0.41878753768455923,0.41856123983788024,0.41909609354189964,0.42042303814305915,0.4192243999129126,0.41951120681140647,0.42007335053166328,0.41967173598039559,0.42039487841408096,0.42077904615038836,0.4212824077021346,0.420873620674075,0.423706591171199,0.42215555309296182,0.42485677604763256,0.42318223472642152,0.42466384249886568,0.42409571927773959,0.4245095508038399,0.42472272454782023,0.42693555754278634,0.4257941351534269,0.42756463035146958,0.42841161919150555,0.42828468577874629,0.43125726198003417,0.43144073262055466,0.43251648641320956,0.434293897339331,0.43350166747980018,0.43519987730833742,0.43540380360412628,0.4359035614135926,0.43731428952518936,0.43629958706415861,0.4368776517450374,0.4397143206080939,0.44012015545036393,0.441500378567217,0.43998133515401239,0.44296122109407027,0.44313063262560204,0.44366482784093153,0.44302051144736271
D02,0.15201841351347811,0.15754784779282038,0.16311748580249649,0.16983078574292182,0.17760708153170335,0.18543971120257027,0.19504647208551576,0.20441055896361127,0.21529418438348233,0.22585468804916317,0.23879991708717715,0.250785793208913,0.26377579704471565,0.28098074425596836,0.29842005970745666,0.320740470982251,0.33806737815222104,0.35433562461322321,0.36666352209471209,0.38119381341431297,0.39040178810938553,0.3993301565833397,0.4065275844436495,0.412716994536355,0.42102862019821924,0.42527945055561633,0.42952709030496378,0.430081810929397,0.43215072048133818,0.43157893637441747,0.43157893637441747,0.42954149359535965,0.42878656465743842,0.42801861153635762,0.42561506363659024,0.42539536804654876,0.42405516073842414,0.42275144998245268,0.42205867146902476,0.42128641120523341,0.42027427433982006,0.42039287255366825,0.41939284060909326,0.41878552438660727,0.41932065410613345,0.41855124700361734,0.4199648618298,0.41855322189027888,0.41896183021875605,0.42062615885312804,0.420672423747827,0.41940486395643911,0.4212340487495228,0.41993273515576474,0.42112930489442646,0.4206884993501136,0.42236354247097774,0.42209906429178778,0.42485880032473272,0.42252309924930737,0.42551739600315358,0.42372278903762478,0.42588575981832388,0.42503351438306636,0.42660100252529776,0.426321673427745,0.42909411396250591,0.42739909783391633,0.42996052031096893,0.43153976074761868,0.43161193775594281,0.43575355397938664,0.43355760828829654,0.43466353434663318,0.43631001389433177,0.43607024725166588,0.43778907036449172,0.43757355893849359,0.43892261715757064,0.44023589907926525,0.44014962039174138,0.44093931732435082,0.44144548908964504,0.4437497029159676,0.44341249027005669,0.44410199753362434,0.44674920307899108,0.44477345646487254,0.44683040592015294,0.44628590111237032
E02,0.16670656858090047,0.17543996317893551,0.18446586858454911,0.1955337457343439,0.20781061606010687,0.21982345872102732,0.23172861494255803,0.24438203730621366,0.25745805968695062,0.27177875694876225,0.2893622879553534,0.30879659301706891,0.32909752059736647,0.3458745958444065,0.35776459658947846,0.37163216650146297,0.38264920353564147,0.39185458590653965,0.39806221466469915,0.40693865366853288,0.41429407100226578,0.42268474923664173,0.42655610169067704,0.428104551983139,0.43000576301843413,0.43212181800269145,0.43181004664100775,0.43029565074268389,0.4304746476355738,0.42846690684541339,0.42717236527254016,0.42629315639523135,0.42468615786559638,0.42420727472102804,0.42347772686942858,0.42309320389965893,0.4212844094582972,0.42118167997976141,0.42089577807475442,0.42114744450701541,0.42065229892775091,0.42066436607048269,0.42091793434503638,0.42067041916889641,0.420873620674075,0.421564525069869,0.42171978798987086,0.422238353493132,0.42251503669674267,0.42438782385307994,0.42306083874236233,0.42385652519862638,0.42434316130141914,0.425090400962595,0.42529368429221115,0.42591834231175363,0.426598947579831,0.4275809944453226,0.42951068383609825,0.42883779299972585,0.431067650473844,0.43086163902655916,0.4318884605302975,0.433122637110081,0.43526228907496728,0.43649985217434639,0.43905902588391738,0.43844032138018607,0.43917655925881172,0.4412830280427813,0.44072438805670383,0.44365845315376995,0.44207059377079094,0.44296331207545814,0.44383243735190825,0.44406166355789584,0.44519045573116117,0.44585934503314023,0.44643316694716,0.4478057992265706,0.44788931518114744,0.44846798422191181,0.44924503136972616,0.4517682758177059,0.45174880978287407,0.45109238168605564,0.45430626515685518,0.45186551974380551,0.45321641174815713,0.45326629665317386
