

Results for ABS mono 1

Barcode: V-2023-04-20 16:01:54, PlateRepeat: 1, WellRepeat: 1
,1,2,3,4,5,6,7,8,9,10,11,12
,1,2,3,4,5,6,7,8,9,10,11,12
A,0.16581773815688466,0.16376858613328782,0.1559940039734139,0.16490310939737393,0.1652345766135313,0.15619895852762264,0.16276514436998926,0.14328690427473434,0.15379312322007727,0.16041425928930411,0.13602293920367622,0.15567816079119731
B,0.15717325592972564,0.16593466520213795,0.15278141593083813,0.17489000898254589,0.17437553489637947,0.15730413854398992,0.17302981532406747,0.19826197783970306,0.14647727443651815,0.16784112122024814,0.140262290731103,0.15381993614814585
C,0.14227845170553244,0.15593363037458069,0.17029281802119156,0.1613653386499285,0.16868752320043098,0.16338887551372863,0.16787102026174339,0.15336949186198545,0.15528283437800386,0.16107499565030645,0.14288493682294276,0.14560666789571355
D,0.15190877193142333,0.15928052620271396,0.15322159252025655,0.16301715594963287,0.16177496743019318,0.15673443396279696,0.16390363744470202,0.14554561040850314,0.149946421142592,0.15874624304905796,0.1431162420337744,0.16860648622745816
E,0.14490178147110261,0.1476679507405303,0.14928434480240965,0.16150727854381752,0.16179462189467186,0.15340593153076182,0.15146561828188443,0.13876613909730956,0.13395559127441006,0.15380278769118788,0.13491918020621033,0.16703726182586137
F,0.14555612668224788,0.15003149195774168,0.15093658639423715,0.16145377093802035,0.14449091323589161,0.15335879940293232,0.163158557095325,0.16809386155616157,0.14747544542087118,0.165413073955463,0.11281763114695648,0.12670563416708422
G,0.14009696008137551,0.15584522394596598,0.16517727915861216,0.15778141223154885,0.1597197591247031,0.15524513960317232,0.17067751638801806,0.13922968716498366,0.14405948040994163,0.15743285597471204,0.11367280349162345,0.13484832773952829
H,0.1456182563706665,0.15913168366990083,0.14655113166415035,0.15917733222276198,0.1696012667933316,0.15118290726192071,0.16152041349260002,0.14171979764990553,0.15168341810517763,0.16117538220308419,0.11273856665187755,0.12769873696964285

Barcode: V-2023-04-20 16:01:54, PlateRepeat: 5, WellRepeat: 1
,1,2,3,4,5,6,7,8,9,10,11,12
A,0.16990515286131641,0.1691619250318297,0.15923054692326083,0.17020256402814807,0.17165358751727838,0.16016377567243084,0.16628458681800753,0.14353522013977288,0.15450187378589583,0.16553764250366423,0.13618982778172586,0.15563720803335973
B,0.16277283176458551,0.17160661629033225,0.15566738031600472,0.17986093296825748,0.181365212103245,0.16155753185242733,0.17878328805011284,0.21307409416170195,0.14781609555652009,0.17156079091059809,0.14029246334353485,0.15396054975147389
C,0.14511099899932453,0.16068562645549417,0.17475708538509985,0.16581992928245359,0.17392799142160592,0.16734048146986663,0.1735179713289012,0.15331162578619359,0.15646123585165922,0.1658927249115924,0.14263699433029256,0.14584048792187554
D,0.15611805080082297,0.16373016481197719,0.15664911410783541,0.16788987318735663,0.16660494794457051,0.1611339085791631,0.16936430038367337,0.14547402632876236,0.15060628187418623,0.16301167821846085,0.1437249058088112,0.16863868513677185
E,0.1472058756928521,0.15053812622117874,0.14968168237054325,0.16514645077879786,0.16609249681410324,0.154437374256899,0.1546867580389196,0.13889986734639437,0.13421705238825779,0.15820177089684523,0.13524395929174843,0.167290646375298
F,0.14829260881423506,0.15277285767753285,0.15144855925699677,0.16555748104380136,0.14423894643010352,0.15424076935752257,0.16809829120072622,0.1735887243913366,0.14739507140920211,0.17133951253939331,0.11286254774378049,0.12666831475875026
G,0.14173649600865706,0.15882440006686721,0.16826690050287785,0.16147451082581613,0.16373126565498844,0.15619895852762264,0.17559116495833116,0.13937705725366673,0.14428303074959734,0.16049272493447336,0.11374520378636196,0.13508463470777379
H,0.1484875843760359,0.16247388407748403,0.14732637302171631,0.16383338334149791,0.17456572859333536,0.15220694689608882,0.16648671922015834,0.14167702152020148,0.15193121331010168,0.16474573057114453,0.11291919592025762,0.12806970808862339

Barcode: V-2023-04-20 16:01:54, PlateRepeat: 6, WellRepeat: 1
,1,2,3,4,5,6,7,8,9,10,11,12
A,0.1757875277194606,0.17520775300956834,0.1628001992084078,0.17641440277814527,0.17540394347187038,0.16515855586854775,0.17163343270584447,0.14347547059424537,0.15521070088268432,0.17081473378781695,0.13620836699897246,0.15592929182868562
B,0.16814378033288011,0.17784440660108689,0.15980024953811442,0.1867317829951872,0.18833558846053458,0.16675195685772937,0.18502084472167374,0.229843785490397,0.14931301606144121,0.17674912699681392,0.14038607880299819,0.154290201112913
C,0.14859040792297232,0.16593247465536576,0.17935420149676681,0.17093193000726947,0.180229115693381,0.17215025791744754,0.17988259136768783,0.15301267983200387,0.15763090251659273,0.17088729088421364,0.1426589880371078,0.14590475989091356
D,0.16065619421416533,0.16753645577837331,0.16087318777820644,0.17308813665028494,0.1722107172911358,0.1660560466207448,0.17507700236709881,0.14538139020086335,0.15096006547626539,0.16760512796687982,0.14394305345534561,0.16876861525819425
E,0.14995386229684132,0.15349279980513317,0.14997724795163497,0.16962239194782602,0.17055147718884234,0.15521070088268432,0.15813238686074688,0.13882210238513043,0.13441199072261806,0.16192907595150854,0.13542494420368728,0.16769483247424538
F,0.15136106186316081,0.15642667675416735,0.1517538765531059,0.17009783889399732,0.14432395422538452,0.15509660990331536,0.17350335407320153,0.18013105533602525,0.14732530355672985,0.17288515992851522,0.11286254774378049,0.12678625634472449
G,0.14382767339575789,0.16222219838390517,0.17177097593380111,0.16583427734764555,0.16798187497707348,0.15651521765350279,0.18112062632063153,0.13914878703803232,0.14448148475058398,0.16485688993144682,0.1136874678171927,0.13535398466384665
H,0.15185855742710477,0.15996999741113441,0.14761083093527966,0.16874418392025531,0.1796353887701112,0.15314336665226327,0.17199245273731029,0.14168639900615376,0.15188527109839797,0.16880304847415559,0.11296410201458862,0.12807880580004724

Barcode: V-2023-04-20 16:01:54, PlateRepeat: 7, WellRepeat: 1
,1,2,3,4,5,6,7,8,9,10,11,12
A,0.18215594102896945,0.18180332113559136,0.16735484982019685,0.18308012345314675,0.18297567268648429,0.17123785345082884,0.17663490364541565,0.1436316354447966,0.15764498350773823,0.17700372935098907,0.13720797158833462,0.15701972227897842
B,0.174148336549864,0.18617767515341782,0.16332415412287923,0.1944147060306988,0.19773096714330129,0.1731318898811082,0.19190536922930776,0.24835696495621823,0.15131304954002775,0.18321673770597888,0.14157060462550189,0.15625181684681916
C,0.15275359188592938,0.17156748715815134,0.18309160301329877,0.17872421712053774,0.1888563871143151,0.17824833798778233,0.18824380550384653,0.15451369886963184,0.16057228528506459,0.17697431472981229,0.14343041117259966,0.14700301649844186
D,0.16576366332961884,0.173836963261732,0.16548250711363685,0.17934738444339043,0.17941226201146754,0.1714870207249489,0.18253180802108609,0.14699456505085245,0.15249460437562809,0.17270466423116387,0.14554772108950431,0.17090066913105922
E,0.15276426283639719,0.1571180939090604,0.1522336756107241,0.17412247242227816,0.17691999232963371,0.15794061489691325,0.16428601945440244,0.13894652715951689,0.13508565888008031,0.16708483554788375,0.13672491446573698,0.16903635722901636
F,0.15513210808661426,0.160041846194319,0.15414842360584904,0.17460850204061218,0.14614611110396086,0.15726625837319771,0.18036823587713119,0.19000366088633536,0.14859147427713307,0.17749525104551031,0.11332370216738698,0.12662495834152729
G,0.14626420410625993,0.16666463222734279,0.17651275413432146,0.1723137156638298,0.17244136770915244,0.15982200017495218,0.18908211837171279,0.13988178603673052,0.14636123521595368,0.16961461464727964,0.11374129918020072,0.13542596757377631
H,0.15612882009498052,0.1692319887107433,0.14941391943399129,0.17450718968001841,0.18700271552739725,0.15524191674725984,0.17903567258463726,0.14321152182878491,0.15345742189777625,0.17355053722215813,0.11287328711299784,0.12794232011361287

Barcode: V-2023-04-20 16:01:54, PlateRepeat: 8, WellRepeat: 1
,1,2,3,4,5,6,7,8,9,10,11,12
A,0.1977938782742715,0.18930910504447143,0.17096318863345791,0.18793378138731248,0.19015879893155976,0.17584171567086254,0.18115603856332804,0.14367566988306407,0.15691811792077293,0.18270150156643944,0.13659391680146371,0.15629498752925222
B,0.17978575317547524,0.19188193916848911,0.16813822627380606,0.20174321625567346,0.20588122127754208,0.17819043078368774,0.19969310297201082,0.26749103544556235,0.1523427248455784,0.18883661286877126,0.14064939053697198,0.15504817555894135
C,0.15704893319001709,0.1781155452522678,0.19011679481144902,0.18340510183971589,0.19416852251755456,0.18265333043522772,0.19516348612915441,0.15313910930540542,0.16040882019662231,0.18233353857682916,0.143115199388158,0.14644985650099671
D,0.17131494623432258,0.17856627784701515,0.16928535295856573,0.18561850367805841,0.18559425922038611,0.17695846996306253,0.18894016630145066,0.14544876725687964,0.15185428746667556,0.17787163120522936,0.14434497149905509,0.16926978614186705
E,0.15627771977123708,0.16009409564534194,0.15079059994565505,0.17949990327163778,0.18091041330661281,0.15699379144142556,0.16670663911803332,0.13891750166037628,0.13486164903738806,0.16939991317476336,0.13587980292719953,0.16851545960374684
F,0.15898508779267148,0.162896629901102,0.15266901624031681,0.18042301717365058,0.14444473397607319,0.15706836997921741,0.18526996924799238,0.19845219083683882,0.14748495659025307,0.18038764763229198,0.11326016640403119,0.12690424321718047
G,0.14839220443875509,0.1690096606226,0.17977435701412639,0.17567242928301663,0.17717015653335014,0.1589296886621557,0.19357075338139224,0.1395296713831356,0.14507630322306514,0.17216704529266921,0.1139203968199524,0.13571097702375187
H,0.15945115868832507,0.17251417557800475,0.14874842040888708,0.18059073551704191,0.19112590790399756,0.15526346235194188,0.18491709646813698,0.14175842330331012,0.15222616402355252,0.17516040368583205,0.11320543762995065,0.12853310197135756

Barcode: V-2023-04-20 16:01:54, PlateRepeat: 9, WellRepeat: 1
,1,2,3,4,5,6,7,8,9,10,11,12
A,0.21194404794001231,0.19893883672203769,0.17605850344187257,0.19654771733852394,0.19955837080749425,0.18211587881337296,0.18735379755353945,0.14443842292414019,0.15784746880452447,0.18957585861656531,0.13660215728825492,0.15611805080082297
B,0.18674218976393486,0.19996152724623717,0.17306794403816286,0.21043047747072072,0.21616353682133951,0.18512578514399239,0.20726491544714296,0.28809730259309474,0.15410333257868222,0.19502069965201049,0.14071600793402325,0.15477815564045042
C,0.16187879429367827,0.18498625345260228,0.19657023853890754,0.19081263022331266,0.20274011575704465,0.18867265304671368,0.20420055172988372,0.15293128548807181,0.161887531595383,0.18902275675906768,0.14316647224487075,0.14647516826834692
D,0.17747598481198407,0.18535765276506466,0.17424730635182031,0.19305013728922102,0.19356959302264048,0.18386021265233185,0.19673246203525779,0.14513416504169352,0.15153395724896676,0.18406378450839761,0.14444892891867678,0.16926312449577335
E,0.15952836426634945,0.16294373438109383,0.15070428720483883,0.18509005280222263,0.18629096718533134,0.15759301482094398,0.17134286238242069,0.13885113426064302,0.13458849971481998,0.1728010770466385,0.13596835537139323,0.16901078324619903
F,0.16314102670692388,0.16608585689048644,0.15248283351508413,0.18588068280706446,0.1442977369071054,0.15760709704054379,0.19164537119280192,0.21035103049239298,0.14734009144246413,0.18420876194690272,0.11313410435650686,0.12678730027476906
G,0.151037881146201,0.17216481630095434,0.18372339373637656,0.18103491537738245,0.18229226783183858,0.15919796580373624,0.20026115989382215,0.13936669076638811,0.14483973464175104,0.1757525385347404,0.11379217583761664,0.13569552265309054
H,0.16356660535579137,0.16998531783556636,0.14860842527958171,0.18695754378976365,0.1971982214369821,0.15572232900433752,0.19155291952999945,0.1415664191585049,0.1517538765531059,0.17844587190510039,0.11318784477349221,0.12843897597795229

Barcode: V-2023-04-20 16:01:54, PlateRepeat: 10, WellRepeat: 1
,1,2,3,4,5,6,7,8,9,10,11,12
A,0.22461759310477322,0.21056618304845737,0.18238395637402033,0.2071751196097249,0.21149651756987339,0.1900024909576771,0.19509741770407257,0.14373014888291996,0.15899050884450727,0.19749832038584875,0.13666199062894452,0.15644502194669566
B,0.19605310897128517,0.20985018963350091,0.1783538974466958,0.22148897205361262,0.2285660543222677,0.19326981824938139,0.2171816729232896,0.3133901419058045,0.15599183500742531,0.20387050618162117,0.14085763424054337,0.1549179882815501
C,0.16750213321369284,0.19243281001324888,0.20454292163003873,0.19966090313759624,0.21295603790299786,0.19571971392355145,0.2153430617148383,0.15277711861621676,0.1640947818306365,0.19673957109470039,0.14277400816161756,0.14678968708004411
D,0.18475689403528972,0.19251726475495173,0.17981422516059842,0.20148927119618404,0.20340235522819891,0.1905988794050601,0.2064501618619165,0.14511414965368855,0.15126718806508971,0.19069230195519987,0.1448155885004381,0.16956009956821516
E,0.16359516610357006,0.16681719199259892,0.15096858638681307,0.19114577822246212,0.19251138237119372,0.15840992841767976,0.17672086692465894,0.13885218719375095,0.13468912369047048,0.17627200903985321,0.13625679224109452,0.16948665455526188
F,0.16777793953399345,0.17013458129222275,0.15274073540965349,0.19225104865792209,0.1443481277155641,0.15824079229869822,0.19927827795715883,0.22521286304890686,0.1471192164518437,0.18862031098419907,0.11340385644206905,0.12683872038951
G,0.15412478952085751,0.17593201390110849,0.18937314754114196,0.1873271609336479,0.1881253482961453,0.15981655365972627,0.20818455041274925,0.13941442713763991,0.14506054834975346,0.18025191804970891,0.11386459606823299,0.135883929970662
H,0.16789430491300597,0.18012534472364997,0.14894253014939143,0.19407667270605691,0.20401141627900646,0.15636621880424206,0.19879957926605538,0.14150695874824562,0.15158519528862924,0.18237477138140859,0.11318002549741328,0.12858373824562253

Barcode: V-2023-04-20 16:01:54, PlateRepeat: 11, WellRepeat: 1
,1,2,3,4,5,6,7,8,9,10,11,12
A,0.233363182347834,0.22248575008425084,0.18846455519894556,0.22032933237837782,0.22575073846475144,0.19933546912507386,0.20295634577732286,0.14366726500566684,0.16028899974587757,0.20632662089713844,0.13664755276309476,0.15658323600188565
B,0.20653010033911187,0.22135604664039613,0.18461866518670711,0.23886859215977937,0.24367461343007032,0.20258642087922363,0.229669950900678,0.34834841801052691,0.15892099936933068,0.21244483029191266,0.14081282647049478,0.15493306345146216
C,0.17431703965118883,0.20181992707821639,0.21320694832300213,0.20947190235860863,0.22458348511297885,0.20373567136732329,0.22773581927135789,0.152661512179119,0.16629563647093473,0.20539277963375652,0.1428305007348894,0.14670312939967234
D,0.19275309267573928,0.20193737443504997,0.18632451079167384,0.21145242319695431,0.21457720008084144,0.1993771799012132,0.21782157932550103,0.14503422716873723,0.15118290726192071,0.1983725220273235,0.14475568098579084,0.16943881751228052
E,0.16825692003638829,0.17103016881722044,0.15067340217588071,0.19848431650972709,0.19975749547956159,0.159010038430512,0.18250313955135206,0.13870189277664036,0.13455462405965007,0.18085900483722581,0.13621044788212042,0.16980827002205184
F,0.17297037373287324,0.17390551368052545,0.15241544557482076,0.20003192275630224,0.14435651942671313,0.15879832534593966,0.20796449407397641,0.24257143650336829,0.14684565973903285,0.19328040127833543,0.11334128952136371,0.12678525107638397
G,0.15730521975631223,0.18009227640800338,0.19509150408996709,0.19451015644030284,0.19500417805683742,0.15998740553542429,0.21714568843362539,0.13945802753057698,0.14473253184404206,0.18441596278951128,0.11377261472705205,0.13581391637235249
H,0.17347529867447317,0.18485371262142031,0.14880991135648691,0.20245076447793783,0.2116521800784002,0.15683925626686895,0.20726247401696449,0.14148400956160626,0.15159907197823205,0.18626322011387994,0.11326798423735539,0.12863232811510797

Barcode: V-2023-04-20 16:01:54, PlateRepeat: 12, WellRepeat: 1
,1,2,3,4,5,6,7,8,9,10,11,12
A,0.24872397829973988,0.23720506247797718,0.19624472000791596,0.23351011396929397,0.23976747554944522,0.21015673719618405,0.21219436837068789,0.14407311663551287,0.16346126247912446,0.21772334068472193,0.13732987840954358,0.15729653394127818
B,0.22112296362212375,0.2370074830494224,0.19104288281264886,0.25005581033194657,0.26208647812736341,0.21408133859079487,0.24483353996820445,0.3860391217642461,0.16212372874814843,0.22428680239213319,0.14171456760685083,0.15635437181594569
C,0.18211244084699621,0.21302737003830247,0.22236510575176247,0.2226969598194542,0.23991267387696025,0.21411337224630556,0.24336459202080243,0.15391976160112769,0.16996081482853478,0.2151737019226328,0.14331727691029492,0.14748178622360317
D,0.20275692993532424,0.2133410606423497,0.19499238125328139,0.22317255748777357,0.22730731444433436,0.20979772000136404,0.23194144812660752,0.14619037201201981,0.15194507894822684,0.20753926402951695,0.14602277057489677,0.17088505531452816
E,0.17315430345075353,0.17557761942573094,0.15198784070734012,0.20625759261192969,0.20903669300535879,0.16079028608093598,0.19106392400598218,0.13883767153377968,0.13444994222147877,0.18621699353443882,0.13706341293856333,0.17128591153664291
F,0.178884465225164,0.17930415018652865,0.15377593736989756,0.20827455444389642,0.14577620643971309,0.15977631182858448,0.21875266042118519,0.26041955518538629,0.1476076614873876,0.19976586253597839,0.11354076241332607,0.12661490181904353
G,0.16085574363002042,0.18534609779986641,0.20261642389841372,0.20426683480912108,0.2020105068517756,0.16192907595150854,0.22956392004080287,0.13966155077872242,0.14584574252161786,0.19050079581264681,0.11381567987638359,0.1357655174660555
H,0.17936331357185964,0.18365098264358259,0.14954987616814994,0.21204957564027285,0.22206240125473767,0.15773266431748284,0.21850227374887554,0.14275101402729978,0.15241974646964532,0.19190300631173574,0.11314483701276966,0.12818195126563667

Barcode: V-2023-04-20 16:01:54, PlateRepeat: 13, WellRepeat: 1
,1,2,3,4,5,6,7,8,9,10,11,12
A,0.26615895837583181,0.24900711788365373,0.20487229525263645,0.24767981750584858,0.25713475848437012,0.22181888653659718,0.22581784527748874,0.14395561554176606,0.16360720794550426,0.23183484725160561,0.13665269300072344,0.15660374050542275
B,0.23440442268131745,0.25063874937520114,0.2005107992686988,0.2650651402737475,0.27927334710119489,0.22607503305903662,0.265492339707657,0.41320467081154277,0.16571626279657156,0.23697109440116035,0.1408024193260094,0.1550492624022772
C,0.19128731126871087,0.22515722311904132,0.23632053429825539,0.23655545359803296,0.25439643474932816,0.22465419834018654,0.26049501255327573,0.15231921102729168,0.17196896865484149,0.22622334373918268,0.14303040157733415,0.14677067097967392
D,0.21369687691913422,0.2237167067268864,0.20288544925140542,0.23507280275073994,0.23971778344594388,0.22038185407209435,0.24613753833807139,0.14458336836234836,0.15041141320195953,0.21802679595964819,0.14474622114907104,0.16914526658815196
E,0.17854695610901408,0.18026788240524927,0.1502304508093123,0.21693220079577616,0.21720154789460808,0.15919470038056421,0.19722787575221387,0.13861483663799665,0.13367890300684024,0.18999784463846467,0.1361970543870584,0.17019812080843155
F,0.18646678104844169,0.18407184949315794,0.15184680581085475,0.21933870970260452,0.14415496214719059,0.15872127725087831,0.2300841537126645,0.2800446650655945,0.14639076533447107,0.20521278061494955,0.11334519772552752,0.1266310308211881
G,0.16552551261112206,0.18943838551782743,0.21010663435231186,0.21209742166760409,0.21079247724934794,0.15988946680179894,0.23955173421540674,0.13919545769177022,0.14432607085200638,0.19569609285554948,0.11380588004195598,0.1358849522597711
H,0.18592340229850926,0.18809516658591258,0.14834982298240687,0.22288563136790568,0.23192348079210462,0.15711917558465496,0.22945023230669923,0.14120560738458623,0.15073198671910973,0.19665191747959485,0.11327384751999546,0.12858373824562253

Barcode: V-2023-04-20 16:01:54, PlateRepeat: 14, WellRepeat: 1
,1,2,3,4,5,6,7,8,9,10,11,12
A,0.28237267347492939,0.26715659394291286,0.2169917630000604,0.26562975017372081,0.27857200153342287,0.2369646143220509,0.23993099903337745,0.1439713733849102,0.16771590981720647,0.24610302301070774,0.13758924112669429,0.15746856001446666
B,0.2544099512434766,0.27026577120634715,0.21077899851727785,0.28751735767792569,0.30027388174283343,0.2412282114422144,0.28044807808910521,0.42972611379286457,0.17048680061582328,0.24949770891354747,0.1418398098317728,0.15715270619189531
C,0.20328689199850239,0.23802234604307362,0.24823292121916912,0.25542706284823591,0.27412290069876138,0.23977269184722819,0.27933493208407439,0.15355067810094966,0.17703655151196429,0.238079683562549,0.14325340258077976,0.14773143703719704
D,0.22653530131563165,0.23754845319847198,0.21436124486240773,0.24979473378080916,0.255310458026905,0.23349206020970031,0.26446389305040735,0.14591530446976664,0.15163430947374096,0.23032469360036681,0.14631059692242471,0.17107035895274003
E,0.18535187532089487,0.18710812041400246,0.15129810398175345,0.22822078017621339,0.23050773640637739,0.16109464609032242,0.20934020241985093,0.13893201465243171,0.13428576578656151,0.19768584676454581,0.13732055733145371,0.17182800263118153
F,0.19469990313860475,0.19053581867133779,0.15334592446004794,0.23093300536318612,0.145852070159466,0.15988183568038805,0.24562554891060642,0.30629591855289784,0.14727245395456756,0.21408627186441753,0.1137882716537455,0.12646878522164531
G,0.17040431527118155,0.1961465521584278,0.22055449191460347,0.22555576205761438,0.22124323801089524,0.16238085039416272,0.25716743448974744,0.1399826164328154,0.14567301050930812,0.20433915560794705,0.11383328715339043,0.13577684132419177
H,0.19489918515401,0.19538543546045922,0.14921851489104757,0.23533941532973168,0.24620788236363139,0.1581052992597195,0.24557384616766356,0.14256798650537986,0.15201775684097574,0.20476487962457401,0.11297779246018635,0.12827705773529752

Barcode: V-2023-04-20 16:01:54, PlateRepeat: 15, WellRepeat: 1
,1,2,3,4,5,6,7,8,9,10,11,12
A,0.29947631381858247,0.28444933369109332,0.2310893672225825,0.282172203079093,0.29654199637112083,0.25562911331699451,0.255639976364181,0.14399341110751132,0.16900411762604273,0.26156220314603462,0.13674244837319771,0.15686303171336322
B,0.27034853831019806,0.28640635804596304,0.2227900195109456,0.30238828056382971,0.31982298208797633,0.262694105397092,0.30094642771858587,0.44194594420531547,0.17605625981627604,0.26340751562659465,0.14081492284352257,0.15519132563871552
C,0.2153554220781459,0.25222407254889384,0.26394783870114036,0.273061130103094,0.29227330156044695,0.25536874997310416,0.29926027284119844,0.15185213422284366,0.18079164575355383,0.25177880041168005,0.14298537044935564,0.1468034224637477
D,0.23903045388759936,0.24982552020657683,0.22520780797018042,0.26405431190425255,0.27072197487682848,0.24640440341976624,0.28174124480288176,0.14414552636552092,0.15045081132842725,0.24310620479055439,0.14482293263018309,0.16935984857944639
E,0.19298202026166689,0.19360251285435803,0.14943197605846362,0.24098026124148811,0.24203076042859939,0.158826554932446,0.21899320982324935,0.13846875078985266,0.133458697097347,0.20449950568989161,0.1363773778934721,0.17039872010646875
